,data_year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)",ori_number
2,2019.0,222.0,872.0,5.0,40.0,0.0,3.0,116.0,283.0,202.0,4.0,3.0,8.0,0.0,0.0,0.0,122.0,0.0,0.0,18.0,2.0,0.0,10.0,11.0,46.0,256.0,39.0,0.0,0.0,37.0,65.0,29.0,CA0500700
3,2020.0,184.0,585.0,0.0,25.0,0.0,2.0,95.0,199.0,192.0,2.0,4.0,6.0,0.0,0.0,0.0,52.0,0.0,0.0,16.0,3.0,1.0,6.0,10.0,22.0,200.0,19.0,0.0,0.0,29.0,48.0,26.0,CA0500700
4,2022.0,157.0,757.0,11.0,21.0,1.0,59.0,197.0,206.0,127.0,2.0,7.0,15.0,0.0,0.0,0.0,53.0,1.0,0.0,5.0,4.0,2.0,11.0,5.0,19.0,221.0,32.0,0.0,0.0,43.0,65.0,30.0,CA0500700
0,2017.0,28.0,33.0,0.0,1.0,0.0,1.0,23.0,53.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,7.0,6.0,2.0,CA0500800
1,2018.0,36.0,37.0,0.0,6.0,0.0,1.0,15.0,58.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,4.0,30.0,4.0,0.0,0.0,3.0,15.0,3.0,CA0500800
2,2019.0,30.0,18.0,3.0,4.0,0.0,0.0,8.0,47.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,5.0,23.0,4.0,0.0,0.0,3.0,8.0,1.0,CA0500800
3,2020.0,47.0,18.0,1.0,3.0,0.0,1.0,9.0,40.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,34.0,5.0,0.0,0.0,6.0,7.0,1.0,CA0500800
4,2022.0,28.0,35.0,2.0,5.0,0.0,1.0,4.0,18.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,23.0,2.0,0.0,0.0,1.0,4.0,2.0,CA0500800
0,2017.0,9.0,27.0,0.0,3.0,0.0,4.0,13.0,10.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,4.0,0.0,0.0,1.0,4.0,2.0,CA0500900
1,2018.0,20.0,42.0,0.0,6.0,0.0,2.0,7.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,27.0,2.0,0.0,0.0,3.0,5.0,2.0,CA0500900
2,2019.0,17.0,24.0,0.0,6.0,0.0,0.0,7.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,12.0,1.0,CA0500900
3,2020.0,13.0,31.0,0.0,3.0,0.0,0.0,5.0,20.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,9.0,2.0,0.0,3.0,2.0,8.0,1.0,CA0500900
4,2022.0,18.0,30.0,1.0,3.0,0.0,0.0,9.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,5.0,9.0,1.0,CA0500900
0,2017.0,2.0,17.0,1.0,0.0,0.0,0.0,3.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,CA0501000
1,2018.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,CA0501000
2,2019.0,0.0,9.0,0.0,0.0,0.0,1.0,3.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,CA0501000
3,2020.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,CA0501000
4,2022.0,0.0,4.0,0.0,0.0,0.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,CA0501000
0,2017.0,0.0,53.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CA050120X
1,2018.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA050120X
2,2019.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA050120X
3,2020.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA050120X
0,2021.0,0.0,1.0,0.0,0.0,0.0,1.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0509965
1,2022.0,2.0,8.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,CA0509965
0,2017.0,113.0,350.0,1.0,37.0,0.0,3.0,151.0,250.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,84.0,1.0,1.0,15.0,1.0,0.0,0.0,7.0,7.0,76.0,23.0,0.0,4.0,14.0,38.0,16.0,CA0510000
1,2018.0,103.0,365.0,0.0,19.0,0.0,4.0,137.0,245.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,96.0,3.0,2.0,12.0,1.0,2.0,2.0,4.0,5.0,80.0,25.0,0.0,4.0,13.0,32.0,21.0,CA0510000
2,2019.0,98.0,369.0,0.0,30.0,0.0,4.0,66.0,248.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,120.0,0.0,0.0,11.0,2.0,0.0,0.0,2.0,18.0,71.0,19.0,0.0,6.0,7.0,31.0,9.0,CA0510000
3,2020.0,66.0,208.0,1.0,18.0,0.0,4.0,44.0,188.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,94.0,0.0,0.0,11.0,4.0,0.0,0.0,1.0,5.0,54.0,8.0,0.0,3.0,9.0,31.0,3.0,CA0510000
4,2022.0,103.0,419.0,0.0,18.0,0.0,4.0,89.0,277.0,63.0,1.0,4.0,5.0,0.0,0.0,0.0,66.0,0.0,1.0,4.0,1.0,0.0,0.0,5.0,4.0,93.0,7.0,0.0,5.0,27.0,68.0,9.0,CA0510000
0,2017.0,271.0,883.0,6.0,123.0,11.0,6.0,190.0,559.0,260.0,4.0,12.0,16.0,1.0,0.0,0.0,286.0,6.0,0.0,47.0,3.0,2.0,0.0,8.0,30.0,240.0,37.0,0.0,16.0,68.0,94.0,20.0,CA0510200
1,2018.0,245.0,959.0,3.0,81.0,4.0,8.0,257.0,540.0,366.0,3.0,12.0,14.0,0.0,0.0,0.0,310.0,4.0,0.0,38.0,3.0,1.0,0.0,10.0,28.0,209.0,43.0,0.0,20.0,32.0,73.0,16.0,CA0510200
2,2019.0,250.0,943.0,6.0,102.0,0.0,8.0,241.0,635.0,369.0,4.0,14.0,15.0,0.0,0.0,0.0,353.0,2.0,0.0,30.0,2.0,0.0,0.0,6.0,25.0,232.0,54.0,0.0,12.0,31.0,69.0,16.0,CA0510200
3,2020.0,228.0,623.0,4.0,83.0,6.0,7.0,174.0,365.0,158.0,2.0,7.0,6.0,0.0,0.0,0.0,272.0,10.0,1.0,32.0,4.0,1.0,0.0,8.0,37.0,162.0,35.0,0.0,6.0,43.0,43.0,18.0,CA0510200
4,2021.0,7.0,87.0,0.0,6.0,0.0,15.0,17.0,27.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,12.0,9.0,0.0,0.0,10.0,1.0,0.0,CA0510200
5,2022.0,125.0,860.0,2.0,34.0,0.0,279.0,193.0,331.0,0.0,0.0,13.0,38.0,0.0,0.0,0.0,200.0,0.0,0.0,19.0,2.0,0.0,0.0,4.0,29.0,225.0,39.0,0.0,10.0,34.0,28.0,4.0,CA0510200
0,2021.0,2.0,6.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CA0519985
1,2022.0,1.0,19.0,0.0,0.0,0.0,1.0,436.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,CA0519985
0,2017.0,57.0,68.0,0.0,8.0,0.0,1.0,0.0,231.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,4.0,2.0,1.0,0.0,3.0,3.0,63.0,16.0,0.0,0.0,8.0,33.0,4.0,CA0520000
1,2018.0,83.0,135.0,1.0,19.0,0.0,1.0,2.0,187.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,6.0,73.0,9.0,0.0,3.0,8.0,33.0,7.0,CA0520000
2,2019.0,68.0,137.0,0.0,15.0,0.0,0.0,2.0,195.0,13.0,0.0,2.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,4.0,65.0,15.0,0.0,0.0,11.0,32.0,4.0,CA0520000
3,2020.0,70.0,95.0,0.0,6.0,0.0,1.0,0.0,109.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,53.0,4.0,0.0,2.0,8.0,15.0,1.0,CA0520000
4,2021.0,34.0,84.0,1.0,6.0,0.0,72.0,1.0,46.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,59.0,9.0,0.0,0.0,11.0,18.0,0.0,CA0520000
5,2022.0,20.0,112.0,4.0,12.0,0.0,59.0,1.0,68.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,6.0,79.0,12.0,0.0,0.0,7.0,21.0,0.0,CA0520000
0,2017.0,14.0,36.0,1.0,3.0,2.0,1.0,35.0,124.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,16.0,20.0,0.0,0.0,6.0,22.0,3.0,CA0520100
1,2018.0,14.0,36.0,0.0,2.0,1.0,0.0,37.0,207.0,52.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,25.0,17.0,0.0,3.0,1.0,12.0,3.0,CA0520100
2,2019.0,12.0,53.0,0.0,5.0,0.0,1.0,40.0,284.0,52.0,0.0,2.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,46.0,31.0,0.0,1.0,7.0,15.0,5.0,CA0520100
3,2020.0,12.0,34.0,2.0,4.0,1.0,0.0,25.0,162.0,39.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,27.0,16.0,0.0,0.0,0.0,4.0,1.0,CA0520100
4,2021.0,2.0,77.0,0.0,0.0,0.0,20.0,13.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,0.0,2.0,2.0,5.0,0.0,CA0520100
5,2022.0,13.0,94.0,1.0,4.0,0.0,39.0,18.0,69.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,16.0,0.0,0.0,6.0,18.0,4.0,CA0520100
0,2017.0,79.0,196.0,0.0,85.0,0.0,4.0,99.0,204.0,165.0,1.0,4.0,8.0,0.0,0.0,0.0,120.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,7.0,116.0,47.0,0.0,8.0,12.0,38.0,21.0,CA0520200
1,2018.0,80.0,216.0,2.0,74.0,0.0,5.0,100.0,176.0,157.0,1.0,3.0,7.0,0.0,0.0,0.0,93.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,8.0,164.0,49.0,0.0,14.0,8.0,40.0,23.0,CA0520200
2,2019.0,82.0,175.0,4.0,65.0,0.0,5.0,136.0,133.0,109.0,0.0,0.0,3.0,0.0,0.0,0.0,80.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,6.0,148.0,25.0,0.0,12.0,22.0,33.0,19.0,CA0520200
3,2020.0,67.0,130.0,9.0,68.0,0.0,14.0,60.0,164.0,74.0,0.0,1.0,5.0,0.0,0.0,0.0,68.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,9.0,102.0,21.0,0.0,7.0,34.0,25.0,14.0,CA0520200
4,2021.0,25.0,123.0,7.0,9.0,0.0,93.0,61.0,71.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,27.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,6.0,58.0,16.0,0.0,2.0,13.0,26.0,0.0,CA0520200
5,2022.0,21.0,159.0,8.0,6.0,0.0,145.0,94.0,107.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,50.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,10.0,96.0,23.0,0.0,8.0,27.0,39.0,1.0,CA0520200
0,2017.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA052040X
0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0529930
1,2022.0,1.0,10.0,1.0,0.0,0.0,0.0,135.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,CA0529930
0,2017.0,64.0,180.0,0.0,4.0,0.0,2.0,107.0,76.0,64.0,1.0,2.0,3.0,0.0,0.0,0.0,7.0,1.0,0.0,5.0,3.0,0.0,0.0,3.0,8.0,23.0,4.0,0.0,0.0,8.0,20.0,5.0,CA0530000
1,2018.0,47.0,191.0,1.0,10.0,0.0,0.0,88.0,91.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,6.0,26.0,4.0,0.0,0.0,3.0,11.0,7.0,CA0530000
2,2019.0,21.0,120.0,1.0,8.0,0.0,0.0,72.0,96.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0,22.0,3.0,0.0,0.0,6.0,5.0,4.0,CA0530000
3,2020.0,50.0,83.0,2.0,8.0,0.0,0.0,63.0,77.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,3.0,0.0,24.0,2.0,0.0,1.0,5.0,21.0,0.0,CA0530000
4,2022.0,37.0,64.0,3.0,15.0,0.0,17.0,3.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,23.0,3.0,0.0,0.0,7.0,3.0,2.0,CA0530000
0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,CA0539975
1,2022.0,0.0,4.0,0.0,0.0,0.0,0.0,69.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,CA0539975
0,2017.0,566.0,353.0,3.0,97.0,0.0,16.0,133.0,2185.0,288.0,2.0,28.0,50.0,0.0,0.0,0.0,118.0,2.0,0.0,82.0,13.0,1.0,7.0,5.0,35.0,500.0,81.0,0.0,2.0,75.0,132.0,68.0,CA0540000
1,2018.0,636.0,354.0,14.0,142.0,0.0,14.0,161.0,1665.0,405.0,0.0,40.0,50.0,0.0,0.0,0.0,137.0,5.0,3.0,95.0,16.0,6.0,6.0,19.0,42.0,499.0,106.0,0.0,4.0,89.0,196.0,60.0,CA0540000
2,2019.0,591.0,395.0,13.0,132.0,0.0,13.0,154.0,1354.0,270.0,3.0,42.0,50.0,1.0,0.0,0.0,123.0,0.0,3.0,125.0,15.0,8.0,14.0,16.0,31.0,463.0,105.0,0.0,3.0,95.0,180.0,59.0,CA0540000
3,2020.0,728.0,450.0,17.0,182.0,0.0,14.0,196.0,1364.0,261.0,1.0,40.0,43.0,0.0,0.0,0.0,107.0,4.0,2.0,41.0,27.0,4.0,9.0,15.0,52.0,545.0,141.0,0.0,1.0,84.0,245.0,68.0,CA0540000
4,2022.0,832.0,464.0,24.0,146.0,0.0,21.0,263.0,1268.0,249.0,1.0,49.0,45.0,0.0,0.0,0.0,137.0,6.0,3.0,152.0,55.0,7.0,2.0,20.0,56.0,540.0,166.0,0.0,10.0,97.0,424.0,73.0,CA0540000
0,2017.0,79.0,511.0,1.0,32.0,2.0,4.0,215.0,269.0,29.0,0.0,2.0,5.0,0.0,0.0,0.0,32.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,10.0,119.0,20.0,0.0,0.0,28.0,27.0,11.0,CA0540100
1,2018.0,95.0,408.0,0.0,49.0,1.0,2.0,125.0,200.0,28.0,1.0,2.0,9.0,0.0,0.0,0.0,36.0,1.0,1.0,4.0,0.0,0.0,0.0,4.0,25.0,113.0,26.0,0.0,0.0,22.0,16.0,9.0,CA0540100
2,2019.0,103.0,315.0,2.0,36.0,0.0,0.0,117.0,161.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,3.0,0.0,7.0,1.0,0.0,0.0,2.0,17.0,126.0,8.0,0.0,0.0,24.0,17.0,12.0,CA0540100
3,2020.0,97.0,250.0,2.0,16.0,0.0,0.0,81.0,112.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,13.0,76.0,8.0,0.0,0.0,10.0,14.0,12.0,CA0540100
4,2021.0,51.0,112.0,1.0,2.0,0.0,29.0,65.0,75.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,121.0,6.0,0.0,0.0,7.0,18.0,2.0,CA0540100
5,2022.0,44.0,116.0,2.0,4.0,0.0,44.0,121.0,88.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,139.0,16.0,0.0,0.0,21.0,27.0,4.0,CA0540100
0,2017.0,48.0,44.0,1.0,9.0,0.0,1.0,44.0,62.0,23.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,45.0,8.0,0.0,0.0,4.0,13.0,4.0,CA0540200
1,2018.0,37.0,30.0,0.0,23.0,0.0,2.0,28.0,64.0,30.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,47.0,6.0,0.0,1.0,8.0,12.0,2.0,CA0540200
2,2019.0,53.0,107.0,2.0,8.0,0.0,3.0,26.0,80.0,27.0,0.0,7.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,32.0,7.0,0.0,0.0,5.0,16.0,5.0,CA0540200
3,2020.0,29.0,223.0,2.0,9.0,0.0,0.0,49.0,125.0,1.0,0.0,9.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,36.0,21.0,0.0,2.0,10.0,14.0,2.0,CA0540200
4,2022.0,47.0,184.0,0.0,4.0,0.0,10.0,19.0,39.0,13.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0,38.0,11.0,0.0,0.0,10.0,9.0,3.0,CA0540200
0,2017.0,38.0,63.0,1.0,11.0,0.0,2.0,41.0,67.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,35.0,12.0,0.0,3.0,4.0,6.0,5.0,CA0540300
1,2018.0,46.0,83.0,1.0,3.0,0.0,0.0,19.0,22.0,31.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,15.0,4.0,0.0,0.0,0.0,3.0,1.0,CA0540300
2,2019.0,45.0,125.0,0.0,3.0,0.0,0.0,29.0,29.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,26.0,3.0,0.0,2.0,3.0,1.0,1.0,CA0540300
3,2020.0,23.0,175.0,1.0,8.0,0.0,0.0,34.0,63.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,24.0,2.0,0.0,0.0,3.0,2.0,3.0,CA0540300
4,2022.0,38.0,128.0,3.0,7.0,0.0,6.0,73.0,82.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,24.0,4.0,0.0,0.0,0.0,7.0,5.0,CA0540300
0,2017.0,33.0,41.0,2.0,18.0,0.0,5.0,45.0,103.0,20.0,0.0,6.0,4.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,44.0,10.0,0.0,0.0,7.0,20.0,1.0,CA0540400
1,2018.0,45.0,38.0,0.0,14.0,0.0,1.0,49.0,74.0,29.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,10.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,55.0,9.0,0.0,0.0,8.0,32.0,0.0,CA0540400
2,2019.0,29.0,46.0,4.0,14.0,0.0,2.0,33.0,60.0,17.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,12.0,40.0,7.0,0.0,1.0,1.0,17.0,4.0,CA0540400
3,2020.0,34.0,28.0,1.0,8.0,0.0,1.0,17.0,46.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,26.0,7.0,0.0,0.0,4.0,11.0,2.0,CA0540400
4,2022.0,47.0,78.0,5.0,7.0,1.0,16.0,37.0,86.0,14.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,43.0,11.0,0.0,0.0,9.0,21.0,1.0,CA0540400
0,2017.0,285.0,791.0,4.0,157.0,0.0,7.0,123.0,675.0,213.0,2.0,15.0,16.0,0.0,0.0,0.0,148.0,17.0,0.0,29.0,7.0,1.0,8.0,6.0,28.0,228.0,41.0,0.0,2.0,53.0,85.0,43.0,CA0540500
1,2018.0,271.0,976.0,1.0,165.0,3.0,9.0,138.0,775.0,172.0,4.0,26.0,29.0,0.0,0.0,0.0,66.0,13.0,0.0,42.0,5.0,3.0,0.0,9.0,32.0,186.0,79.0,0.0,1.0,33.0,105.0,38.0,CA0540500
2,2019.0,300.0,1202.0,4.0,146.0,5.0,12.0,200.0,875.0,213.0,3.0,32.0,54.0,2.0,0.0,0.0,60.0,6.0,0.0,39.0,4.0,1.0,0.0,8.0,26.0,229.0,50.0,0.0,0.0,40.0,96.0,32.0,CA0540500
3,2020.0,260.0,1016.0,6.0,82.0,0.0,7.0,242.0,973.0,261.0,5.0,23.0,32.0,0.0,0.0,0.0,44.0,4.0,1.0,38.0,4.0,7.0,0.0,5.0,33.0,232.0,26.0,0.0,0.0,16.0,113.0,29.0,CA0540500
4,2021.0,108.0,380.0,5.0,35.0,0.0,65.0,133.0,941.0,0.0,0.0,42.0,50.0,0.0,0.0,0.0,49.0,2.0,0.0,18.0,2.0,0.0,0.0,7.0,14.0,244.0,44.0,0.0,1.0,39.0,47.0,9.0,CA0540500
5,2022.0,122.0,403.0,3.0,20.0,0.0,228.0,180.0,606.0,0.0,3.0,41.0,56.0,0.0,0.0,0.0,50.0,3.0,0.0,19.0,5.0,2.0,0.0,5.0,28.0,286.0,63.0,0.0,2.0,54.0,66.0,7.0,CA0540500
0,2017.0,332.0,560.0,9.0,203.0,2.0,10.0,168.0,791.0,168.0,4.0,17.0,24.0,0.0,0.0,0.0,70.0,1.0,1.0,24.0,2.0,0.0,3.0,15.0,33.0,415.0,112.0,0.0,10.0,32.0,81.0,38.0,CA0540600
1,2018.0,314.0,496.0,5.0,191.0,0.0,6.0,166.0,770.0,151.0,1.0,23.0,18.0,0.0,0.0,0.0,69.0,1.0,1.0,25.0,3.0,2.0,3.0,8.0,27.0,378.0,74.0,0.0,7.0,52.0,85.0,25.0,CA0540600
