AGENCY_NAME,data_year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)"
Belmont Police Department,2021,1,40,0,5,0,17,26,11,0,0,0,2,0,0,0,13,0,0,0,0,0,3,0,0,8,2,0,0,4,3,0
Belmont Police Department,2022,6,71,1,4,0,42,44,31,0,0,1,9,0,0,0,30,0,0,1,0,0,1,1,1,24,11,0,0,3,5,0
Belvedere Police Department,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Belvedere Police Department,2018,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Belvedere Police Department,2019,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Belvedere Police Department,2020,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belvedere Police Department,2022,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benicia Police Department,2017,30,159,0,41,0,0,39,138,0,1,2,12,0,0,0,15,6,0,3,0,0,0,3,4,74,7,0,0,11,10,4
Benicia Police Department,2018,32,150,1,23,0,0,49,135,0,0,1,2,1,0,0,12,2,0,7,0,0,3,1,7,67,9,0,0,12,15,1
Benicia Police Department,2019,21,121,0,13,0,0,42,102,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,5,73,7,0,0,4,10,5
Benicia Police Department,2020,28,87,1,5,0,0,21,61,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0,1,50,3,0,0,8,8,0
Benicia Police Department,2022,23,128,0,12,0,5,28,65,2,0,0,3,0,0,0,2,2,0,4,3,0,0,1,3,31,28,0,1,6,16,1
Berkeley Police Department,2017,212,418,5,110,0,8,248,600,290,3,14,6,0,0,0,228,0,0,27,7,2,0,10,100,320,38,0,11,57,79,51
Berkeley Police Department,2018,174,381,11,126,0,4,89,512,1,4,8,6,0,0,0,215,0,0,59,2,0,2,9,110,179,16,0,1,40,57,29
Berkeley Police Department,2019,194,492,2,194,0,9,119,602,2,3,7,5,0,0,0,277,0,0,44,2,1,0,6,99,211,26,0,7,47,54,28
Berkeley Police Department,2020,152,273,11,128,0,1,77,392,20,1,0,1,0,0,0,287,0,0,49,4,0,0,3,76,220,26,0,8,40,47,27
Berkeley Police Department,2022,178,329,8,141,0,4,98,288,51,0,2,5,0,0,0,247,0,0,47,7,1,0,5,84,208,30,0,12,63,47,37
Beverly Hills Police Department,2017,81,263,1,116,0,1,135,230,98,3,9,15,0,0,0,149,0,0,53,1,0,0,2,16,83,36,0,10,15,25,11
Beverly Hills Police Department,2018,84,295,2,126,0,1,224,322,78,0,14,18,0,0,0,148,0,2,71,2,1,0,2,26,107,15,0,11,30,38,19
Beverly Hills Police Department,2019,69,224,4,129,0,4,151,388,47,3,16,23,0,0,0,202,6,1,75,0,3,1,1,45,122,14,0,1,33,47,21
Beverly Hills Police Department,2020,80,169,5,120,1,55,83,252,53,2,13,14,0,0,0,242,0,0,94,0,1,0,1,39,99,22,0,14,23,51,14
Beverly Hills Police Department,2022,79,155,12,82,0,25,112,154,19,0,8,9,0,0,0,125,0,0,75,0,0,0,1,43,103,18,0,6,53,31,16
Bishop Police Department,2017,33,105,0,34,1,4,16,33,59,2,2,2,0,0,0,17,8,0,2,0,0,0,1,3,44,5,0,1,5,2,2
Bishop Police Department,2018,29,99,0,86,0,7,22,32,57,0,3,9,0,0,0,13,2,0,1,0,0,0,0,2,22,1,0,17,13,4,1
Bishop Police Department,2019,25,72,0,19,0,3,25,21,33,1,0,4,0,0,0,21,1,0,1,0,0,0,0,3,26,3,0,3,6,3,2
Bishop Police Department,2020,13,61,0,11,0,3,14,39,29,0,1,4,0,0,0,6,1,0,1,0,0,0,0,4,9,3,0,9,9,3,0
Bishop Police Department,2022,27,47,0,4,0,2,32,21,14,0,1,0,0,0,0,5,1,0,3,0,0,0,1,0,14,2,0,2,3,1,1
Blythe Police Department,2017,70,60,2,20,0,5,25,103,67,0,0,4,0,0,0,35,2,0,9,0,0,0,5,7,44,16,0,7,13,12,4
Blythe Police Department,2018,58,65,1,18,0,4,20,140,41,0,2,1,0,0,0,29,1,0,9,0,0,0,1,5,39,21,0,2,17,11,2
Blythe Police Department,2019,73,100,3,20,0,6,20,93,69,0,1,2,0,0,0,13,0,0,6,0,0,1,2,6,45,11,0,5,13,12,1
Blythe Police Department,2020,54,51,5,18,0,3,17,60,62,0,4,0,0,0,0,16,0,0,6,1,0,0,2,7,27,9,0,0,8,11,1
Blythe Police Department,2022,36,86,3,16,0,114,9,77,0,1,0,2,0,0,0,7,4,0,5,0,0,0,4,5,42,5,0,0,9,43,0
Brawley Police Department,2017,78,594,5,64,0,1,33,475,20,0,1,5,0,0,0,12,5,0,3,0,2,0,1,3,109,28,0,14,43,28,4
Brawley Police Department,2018,60,603,1,48,0,6,52,554,19,1,4,14,0,0,0,15,6,0,4,0,2,0,0,3,143,25,0,8,40,29,11
Brawley Police Department,2019,62,531,7,46,0,7,40,386,12,0,4,2,0,0,0,22,1,0,5,2,3,0,1,0,108,29,0,14,43,36,9
Brawley Police Department,2020,40,154,0,23,0,3,19,102,1,0,0,4,0,0,0,11,10,0,2,1,3,0,1,5,100,18,0,7,24,13,4
Brawley Police Department,2022,63,184,5,14,0,1,15,64,0,0,1,3,0,0,0,44,0,0,5,0,1,0,2,4,78,13,0,0,17,13,3
Brea Police Department,2017,65,185,0,137,0,5,176,483,27,1,34,16,0,0,0,67,12,0,25,4,0,0,1,28,75,62,0,1,19,30,9
Brea Police Department,2018,35,137,1,136,0,11,195,572,23,0,27,31,0,0,0,69,5,0,9,0,0,0,0,3,74,55,0,0,22,37,8
Brea Police Department,2019,24,107,2,201,0,4,156,468,17,4,2,35,0,0,0,89,10,0,14,0,0,0,0,5,86,46,0,1,20,38,7
Brea Police Department,2020,28,82,3,125,0,0,116,430,11,1,2,11,0,0,0,82,1,0,12,0,0,0,1,0,47,27,0,2,18,21,4
Brea Police Department,2021,37,170,1,9,0,2,114,204,0,2,16,44,0,0,0,143,5,0,11,0,0,0,0,8,54,26,0,1,19,20,0
Brea Police Department,2022,30,132,1,21,0,14,105,110,0,5,6,26,0,0,0,236,1,0,12,0,0,0,1,9,53,20,0,1,14,20,0
Brentwood Police Department,2017,66,193,1,52,0,6,137,286,109,0,20,22,0,0,0,89,2,0,9,0,0,0,5,19,172,58,0,0,12,54,6
Brentwood Police Department,2018,75,198,1,62,0,9,162,249,137,2,16,9,0,0,0,84,1,0,10,1,0,1,1,20,170,36,0,0,16,29,14
Brentwood Police Department,2019,47,190,3,71,0,5,138,245,101,3,7,4,0,0,0,90,1,0,11,0,0,1,3,26,173,26,0,5,16,33,4
Brentwood Police Department,2020,39,112,1,51,0,0,69,161,57,0,3,2,0,0,0,38,3,0,11,1,0,1,3,26,102,28,0,1,15,14,12
Brentwood Police Department,2022,41,114,5,70,0,0,76,115,58,3,2,1,0,0,0,42,0,0,9,3,0,6,4,30,104,23,0,3,19,42,3
Brisbane Police Department,2017,7,70,0,2,0,0,20,91,10,0,0,2,0,0,0,1,1,0,3,0,0,1,0,0,10,0,0,0,1,6,0
Brisbane Police Department,2018,9,76,0,2,0,0,31,105,6,0,3,0,0,0,0,5,0,0,3,0,0,0,0,0,13,2,0,0,0,3,1
Brisbane Police Department,2019,5,79,0,3,0,0,24,158,7,1,0,2,0,0,0,3,0,0,5,0,0,0,0,0,15,4,0,0,2,8,0
Brisbane Police Department,2020,4,37,1,0,0,0,16,152,3,0,0,2,0,0,0,2,2,0,4,0,0,0,1,1,10,2,0,1,5,4,3
Brisbane Police Department,2022,4,51,0,0,0,0,7,40,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,2,0,0,3,3,0
Broadmoor Police Department,2017,12,20,0,9,0,0,58,39,9,0,0,1,0,0,0,4,1,0,4,0,0,0,0,2,11,1,0,0,1,5,2
Broadmoor Police Department,2018,11,16,0,2,0,0,69,53,12,0,3,0,0,0,0,5,0,0,5,0,0,0,0,1,12,1,0,0,1,3,0
Broadmoor Police Department,2019,4,10,0,0,0,0,25,38,10,0,1,0,0,0,0,5,0,0,4,0,0,0,0,2,4,0,0,0,1,4,0
Broadmoor Police Department,2020,7,10,1,1,0,1,17,30,7,0,2,1,0,0,0,2,0,0,2,0,0,0,0,1,12,1,0,0,1,3,0
Broadmoor Police Department,2022,9,21,0,3,0,5,55,48,2,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,6,4,0,0,1,3,1
Buena Park Police Department,2017,81,655,5,125,0,2,103,1117,138,0,9,33,0,0,0,368,6,0,80,4,0,0,6,39,128,53,0,3,42,44,22
Buena Park Police Department,2018,114,766,3,100,0,3,209,1003,123,0,17,45,0,0,0,264,22,0,61,1,0,0,3,25,142,80,0,5,56,71,10
Buena Park Police Department,2019,97,832,2,84,0,2,182,898,161,0,15,33,6,0,0,248,22,0,53,1,2,1,4,28,140,37,0,6,30,60,21
Buena Park Police Department,2020,130,528,4,46,0,4,179,946,118,0,22,43,10,0,0,170,2,0,54,3,1,9,0,21,131,102,0,4,31,71,6
Buena Park Police Department,2022,99,469,2,41,0,3,105,552,95,0,3,16,12,0,0,120,7,0,34,1,0,7,1,22,149,101,0,2,45,69,16
Burbank Police Department,2017,169,857,3,39,13,14,209,1170,0,5,49,57,0,0,0,395,34,1,31,0,0,26,2,48,221,19,0,2,68,68,18
Burbank Police Department,2018,170,679,5,42,3,15,227,1337,0,2,52,70,0,0,0,405,21,0,14,0,0,4,3,44,238,36,0,0,40,71,17
Burbank Police Department,2019,173,534,3,78,5,7,218,1254,0,4,89,58,0,0,0,378,10,0,28,3,0,2,2,27,240,24,0,2,40,50,23
Burbank Police Department,2020,153,309,3,91,2,2,182,987,0,1,125,39,0,0,0,284,7,0,35,0,1,9,3,44,148,46,0,3,66,36,13
Burbank Police Department,2021,11,69,0,3,0,18,21,26,0,0,1,16,0,0,0,39,0,0,1,0,0,0,0,3,18,9,0,0,10,6,0
Burbank Police Department,2022,140,1569,15,92,2,255,267,521,0,2,59,175,0,0,0,509,3,0,24,0,0,0,4,52,195,79,0,0,117,131,5
Burlingame Police Department,2017,32,204,0,19,0,1,79,117,23,1,2,8,0,0,0,19,0,0,0,1,0,2,0,11,36,15,0,0,0,10,1
Burlingame Police Department,2018,32,168,0,27,0,1,84,125,52,0,0,6,0,0,0,26,3,0,2,0,0,3,1,7,46,13,0,1,7,5,2
Burlingame Police Department,2019,43,161,1,31,0,0,48,126,64,0,1,3,0,0,0,37,0,0,2,0,1,0,2,11,54,21,0,0,2,9,1
Burlingame Police Department,2020,42,123,1,25,0,1,46,108,76,0,1,3,0,0,0,34,0,0,0,0,0,0,0,9,54,31,0,0,5,3,3
Burlingame Police Department,2022,30,127,1,15,0,19,80,64,15,0,2,3,0,0,0,16,0,1,1,0,0,0,1,3,46,28,0,0,5,5,3
Butte County Sheriff's Department,2017,181,509,3,84,0,2,84,1069,33,2,27,37,0,0,0,111,1,0,55,2,9,3,5,9,231,52,0,9,72,87,17
Butte County Sheriff's Department,2018,263,666,2,44,0,9,16,1001,138,0,20,15,0,0,0,56,1,0,23,1,1,1,3,12,206,61,0,6,49,143,21
Butte County Sheriff's Department,2019,265,528,1,62,0,4,9,971,93,0,14,16,0,0,0,72,0,0,9,2,0,0,3,12,186,68,0,7,41,159,32
Butte County Sheriff's Department,2020,321,411,5,53,0,1,2,698,72,0,12,12,0,0,0,46,0,0,11,6,0,1,4,14,198,38,0,5,27,121,28
Butte County Sheriff's Department,2022,189,1180,4,29,1,49,1,347,25,1,2,19,0,0,0,29,3,0,2,3,2,0,1,9,162,19,0,1,32,70,0
CA Highway Patrol - Sacramento,2017,20,356,0,0,0,0,1607,479,26,0,0,4,0,0,0,0,0,0,59,0,0,0,0,0,5,2,0,0,4,1,1
CA Highway Patrol - Sacramento,2018,25,228,2,0,0,0,2208,505,21,1,1,1,0,0,0,0,0,1,46,0,0,0,1,1,22,4,0,1,4,0,7
CA Highway Patrol - Sacramento,2019,37,269,0,10,0,1,2829,628,49,0,1,92,0,0,0,20,2,6,32,2,1,3,0,0,69,9,0,2,22,22,7
CA Highway Patrol - Sacramento,2020,47,353,7,2,0,16,2027,150,20,3,2,56,0,0,0,8,2,4,10,1,1,0,0,1,62,3,0,1,28,38,2
CA Highway Patrol - Sacramento,2021,0,2,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA Highway Patrol - Sacramento,2022,0,26,0,0,0,0,831,10,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,2,2,0
CA State Fair,2017,22,10,0,1,0,1,4,3,26,0,0,4,0,0,0,3,0,0,0,0,0,0,0,2,9,0,0,1,0,3,0
CA State Fair,2018,4,4,0,0,0,0,2,2,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,1,0,2
CA State Fair,2019,0,8,0,0,0,3,1,1,17,0,3,7,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,1,0,0
CA State Fair,2020,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1
CA State Fair,2022,1,5,0,0,0,14,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1,0
CSU Channel Islands Police Department,2017,4,5,0,0,0,0,1,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,5,1,0
CSU Channel Islands Police Department,2018,2,3,0,0,0,2,4,7,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CSU Channel Islands Police Department,2019,0,5,0,0,0,1,15,5,3,0,0,4,0,0,0,3,1,0,1,0,0,0,0,0,4,0,0,0,14,2,0
CSU Channel Islands Police Department,2020,7,11,0,0,0,0,2,19,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0
CSU Channel Islands Police Department,2022,1,5,0,0,0,0,6,9,1,0,0,3,0,0,0,0,3,0,3,0,0,0,1,0,2,0,0,0,8,1,0
CSU Chico Police Department,2017,3,12,0,1,0,4,10,32,32,0,0,0,0,0,0,5,3,0,0,0,0,0,2,0,12,8,0,15,2,8,0
CSU Chico Police Department,2018,0,7,0,1,0,0,39,4,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,9,3,0,1,4,3,0
CSU Chico Police Department,2019,0,25,0,2,0,0,22,24,14,0,0,0,0,0,0,2,7,0,0,0,0,0,0,2,9,5,0,0,2,10,0
CSU Chico Police Department,2020,2,17,4,3,0,2,9,15,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,2,1,10,1
CSU Chico Police Department,2022,1,21,0,1,0,5,29,13,0,0,0,2,0,0,0,2,3,0,1,0,0,0,0,1,6,1,0,0,2,1,1
CSU Dominguez Hills Police Department,2017,3,10,0,2,0,2,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,2
CSU Dominguez Hills Police Department,2018,2,13,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1
CSU Dominguez Hills Police Department,2019,0,11,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,3,1,1
CSU Dominguez Hills Police Department,2020,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CSU Dominguez Hills Police Department,2022,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
CSU East Bay Police Department,2017,0,2,0,0,0,1,5,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1
CSU East Bay Police Department,2018,1,7,0,0,0,1,15,5,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0
CSU East Bay Police Department,2019,2,4,0,0,0,1,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
CSU East Bay Police Department,2020,1,7,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CSU East Bay Police Department,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
CSU Fresno Police Department,2017,7,132,0,6,0,4,35,79,29,0,0,0,0,0,0,1,2,0,3,0,0,0,1,0,13,2,0,0,1,12,0
CSU Fresno Police Department,2018,4,79,0,1,0,8,18,34,22,0,0,1,0,0,0,3,4,0,4,0,0,0,1,1,13,1,0,0,4,5,2
CSU Fresno Police Department,2019,5,17,0,0,0,1,11,22,10,0,1,0,0,0,0,1,5,0,1,0,0,0,0,1,12,0,0,0,3,2,0
CSU Fresno Police Department,2020,4,19,0,1,0,5,3,11,7,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,4,4,2
CSU Fresno Police Department,2022,4,35,0,1,0,10,2,13,4,0,0,0,0,0,0,4,1,0,1,0,0,0,0,1,7,1,0,0,3,3,0
CSU Fullerton Police Department,2017,2,83,0,15,0,7,56,140,9,0,1,6,0,0,0,9,1,0,5,0,0,0,0,2,23,2,0,1,3,22,2
CSU Fullerton Police Department,2018,6,45,0,4,0,4,33,81,7,0,1,5,0,0,0,11,1,0,4,0,0,0,0,0,10,2,0,0,2,5,1
CSU Fullerton Police Department,2019,3,50,0,6,0,2,90,56,4,0,1,1,0,0,0,10,2,0,3,0,0,0,1,0,12,4,0,0,3,2,0
CSU Fullerton Police Department,2020,3,9,0,4,0,0,17,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,0
CSU Fullerton Police Department,2022,1,29,1,1,0,2,2,15,0,0,8,3,0,0,0,2,0,0,3,0,0,0,0,0,4,0,0,0,0,4,0
CSU Humboldt Police Department,2017,0,8,0,0,0,1,3,1,12,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0
CSU Humboldt Police Department,2018,0,12,0,0,0,3,2,5,13,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,5,0,0,0,3,1,0
CSU Humboldt Police Department,2019,0,9,0,2,0,4,3,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,1,0,0,2,2,1
CSU Humboldt Police Department,2020,1,6,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
CSU Humboldt Police Department,2022,0,4,0,3,0,3,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,10,1,4,1
CSU Long Beach Police Department,2017,0,11,0,1,0,2,4,12,3,0,0,1,0,0,0,9,0,0,1,0,0,0,0,0,10,1,0,0,1,3,0
CSU Long Beach Police Department,2018,2,6,0,0,0,4,1,14,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,5,0,0,0,0,1,1
CSU Long Beach Police Department,2019,2,8,0,2,0,5,9,8,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0
CSU Long Beach Police Department,2020,0,8,1,1,0,0,3,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,1,2,0,0,0,1,0
CSU Long Beach Police Department,2021,0,6,0,0,0,0,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0
CSU Long Beach Police Department,2022,1,17,0,1,0,3,4,6,0,0,0,5,0,0,0,1,1,0,1,0,0,0,0,0,2,4,0,0,4,9,1
CSU Los Angeles Police Department,2017,1,5,0,0,0,3,7,7,1,0,1,0,0,0,0,4,1,0,2,0,0,0,0,0,3,3,0,0,0,1,1
CSU Los Angeles Police Department,2018,1,6,0,3,0,2,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,2,2
CSU Los Angeles Police Department,2019,5,3,0,3,0,1,4,10,1,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,0,0,0,5,0
CSU Los Angeles Police Department,2020,0,3,0,0,0,4,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0
CSU Los Angeles Police Department,2022,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2
CSU Monterey Bay Police Department,2017,4,13,0,0,0,0,16,12,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,2,0,0,6,3,0
CSU Monterey Bay Police Department,2018,8,11,0,1,0,0,6,13,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,0,5,1,0,0,0,3,0
CSU Monterey Bay Police Department,2019,4,18,0,1,0,0,11,19,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,7,0,0,0,0,3,0
CSU Monterey Bay Police Department,2020,5,25,0,1,0,0,6,25,1,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,4,0,0,0,0,7,3
CSU Monterey Bay Police Department,2021,0,12,0,1,0,1,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,1,4,0
CSU Monterey Bay Police Department,2022,1,13,0,2,0,1,11,5,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,1,3,0
CSU Northridge Police Department,2017,4,16,1,1,0,3,3,3,0,0,0,17,0,0,0,2,0,0,4,0,0,0,0,0,9,0,0,0,2,2,0
CSU Northridge Police Department,2018,6,34,0,3,0,7,3,13,1,0,0,7,0,0,0,2,1,0,4,0,0,0,1,0,13,1,0,0,3,0,0
CSU Northridge Police Department,2019,3,30,0,0,0,6,11,12,2,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,9,0,0,0,2,3,1
CSU Northridge Police Department,2020,2,8,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,1,3,3,0
CSU Northridge Police Department,2022,1,9,0,1,0,2,0,6,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,1,2,0
CSU Sacramento Police Department,2017,3,15,0,3,0,4,9,20,5,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,3,8,0,0,0,5,1
CSU Sacramento Police Department,2018,0,1,0,1,0,4,4,5,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1
CSU Sacramento Police Department,2019,2,6,0,0,0,6,10,2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,3,1,0
CSU Sacramento Police Department,2020,0,2,0,1,0,0,4,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,1,3,1
CSU Sacramento Police Department,2022,0,5,0,0,0,5,4,2,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,1,0,0,0,0,1,2
CSU San Bernardino Police Department,2017,3,9,1,3,0,1,1,8,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,3,0,0,1,2,4,1
CSU San Bernardino Police Department,2018,1,4,0,1,0,2,0,9,2,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,2,1,0,0,0,2,1
CSU San Bernardino Police Department,2019,2,4,0,1,0,1,1,6,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,2,2,0,0,0,2,1
CSU San Bernardino Police Department,2020,0,4,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1
CSU San Bernardino Police Department,2022,2,14,2,1,0,9,2,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0
CSU San Diego Police Department,2017,15,40,0,38,0,16,17,49,59,0,0,2,0,0,0,111,20,0,0,0,0,0,0,9,18,3,0,3,4,5,4
CSU San Diego Police Department,2018,10,49,0,18,0,27,28,65,54,0,0,4,0,0,0,118,30,0,3,0,0,0,0,1,28,6,0,5,1,7,3
CSU San Diego Police Department,2019,12,38,1,16,0,35,30,57,46,0,0,2,0,0,0,99,2,0,0,0,0,0,1,0,19,3,0,1,2,9,1
CSU San Diego Police Department,2020,6,28,1,13,0,11,19,82,19,0,0,0,0,0,0,18,1,0,3,0,0,0,0,1,10,3,0,2,4,11,5
CSU San Diego Police Department,2022,11,23,0,7,0,14,28,48,14,0,0,0,0,0,0,50,0,0,1,0,0,0,0,1,17,0,0,0,7,8,2
CSU San Francisco Police Department,2017,0,19,0,1,0,7,2,10,14,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,3,1,0,0,5,2,1
CSU San Francisco Police Department,2018,3,10,0,2,0,1,3,3,4,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,9,0,0,0,1,0,0
CSU San Francisco Police Department,2019,5,8,0,1,0,2,1,4,2,0,0,1,0,0,0,5,0,0,1,0,0,0,1,2,10,0,0,0,0,0,0
CSU San Francisco Police Department,2020,1,6,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0
CSU San Francisco Police Department,2022,1,12,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,2,0
CSU San Marcos Police Department,2017,0,6,1,0,0,0,14,14,15,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,2,0,1
CSU San Marcos Police Department,2018,1,7,0,2,0,0,16,15,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1
CSU San Marcos Police Department,2019,0,9,0,0,0,0,24,28,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,1
CSU San Marcos Police Department,2020,0,5,0,0,0,0,12,21,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,3,0
CSU San Marcos Police Department,2021,0,6,0,1,0,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0
CSU San Marcos Police Department,2022,0,9,0,0,0,2,16,5,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0
CSU Sonoma Police Department,2017,2,4,0,0,0,0,8,6,3,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,7,1,0,0,1,0,0
CSU Sonoma Police Department,2018,1,9,0,0,0,0,6,6,1,0,1,0,0,0,0,0,4,0,0,1,0,0,1,0,6,0,0,0,0,3,0
CSU Sonoma Police Department,2019,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,1,0,0,0,2,0
CSU Sonoma Police Department,2020,2,19,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
